id,event_type,event_cause,crowd_proxy,crowd_estimate,latitude,longitude,address,zone,junction,requires_road_closure,priority,risk_level,start_datetime,hour,day_of_week,is_weekend,resolution_minutes,status
FKID001265,unplanned,vehicle_breakdown,Low,500,12.9320791,77.5414884,"Dr Rajkumar Puniya Bhoomi Road, Phase 2 Block 7, Hosakerehalli, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 01:50:51.813000+00:00,1.0,Thursday,False,,closed
FKID001266,unplanned,pot_holes,Low,500,12.9725365,77.5942493,"Kasturba Road, Siddalingaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 02:51:19.328000+00:00,2.0,Thursday,False,,closed
FKID001267,unplanned,pot_holes,Low,500,13.001119,77.5839711,"Sankey Road, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 04:30:19.082000+00:00,4.0,Thursday,False,,closed
FKID001268,unplanned,vehicle_breakdown,Low,500,12.9753798,77.6259183,"Old Madras Road, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 02:28:25.277000+00:00,2.0,Thursday,False,,closed
FKID001269,planned,construction,Medium,5000,13.0504812,77.4909712,"Mumbai Bengaluru Highway, Nanjundeshwara Layout, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",Unknown,Unknown,True,Low,Moderate,2024-02-15 12:48:08.210000+00:00,12.0,Thursday,False,,closed
FKID001270,unplanned,construction,Medium,5000,13.0378143,77.6266146,"30th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",Unknown,Unknown,True,High,Severe,2024-03-14 04:37:18.571000+00:00,4.0,Thursday,False,,active
FKID001271,unplanned,pot_holes,Low,500,12.9903101,77.7137328,"Hoodi Main Road, Golden Star, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)",Unknown,Unknown,False,Low,Minor,2024-03-14 04:45:59.068000+00:00,4.0,Thursday,False,,active
FKID001272,unplanned,vehicle_breakdown,Low,500,12.9891602,77.5068983,"Magadi Main Road, Muthuraya Swamy Extension, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 05:00:59.197000+00:00,5.0,Thursday,False,,closed
FKID001273,unplanned,others,Low,500,13.056255,77.47676,"Nice Road, Anchepalya, Bengaluru, Karnataka. Pin-560073 (India)",Unknown,Unknown,False,Low,Minor,2024-03-14 05:17:00.764000+00:00,5.0,Thursday,False,,active
FKID001274,unplanned,vehicle_breakdown,Low,500,13.0357448,77.7353443,"Rampura Main Road, Avalahalli South Taluka, Bengaluru, Karnataka. Pin-560049 (India)",Unknown,Unknown,False,Low,Minor,2024-03-14 05:48:54.486000+00:00,5.0,Thursday,False,,closed
FKID001275,unplanned,vehicle_breakdown,Low,500,13.0387694,77.5896237,"3rd Main Road, IAH and VB Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Unknown,Unknown,False,High,Moderate,2024-02-15 12:11:35.247000+00:00,12.0,Thursday,False,,closed
FKID001276,planned,construction,Medium,5000,13.0537346,77.48854,"1st Main Road, Prestige Jindal City, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",Unknown,Unknown,True,Low,Moderate,2024-02-15 13:04:14.165000+00:00,13.0,Thursday,False,,closed
FKID001277,unplanned,construction,Medium,5000,12.9362816,77.7053399,"Panathur Main Road, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Unknown,Unknown,False,Low,Minor,2024-02-15 19:12:28.072000+00:00,19.0,Thursday,False,,active
FKID001278,planned,construction,Medium,5000,12.969468,77.7007118,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,Unknown,False,High,Moderate,2024-02-15 19:11:58.821000+00:00,19.0,Thursday,False,,closed
FKID001279,unplanned,vehicle_breakdown,Low,500,13.0386615,77.5896061,"3rd Main Road, IAH and VB Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Unknown,Unknown,False,High,Moderate,2024-02-15 12:05:34.598000+00:00,12.0,Thursday,False,,closed
FKID001280,unplanned,vehicle_breakdown,Low,500,13.1834435,77.6797495,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",Unknown,Unknown,False,Low,Minor,2024-02-15 19:29:35.977000+00:00,19.0,Thursday,False,,closed
FKID001281,unplanned,pot_holes,Low,500,12.9930077,77.6094781,"St Johns Church Road, Sarvanton Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",Unknown,Unknown,False,Low,Minor,2024-03-14 06:10:51.364000+00:00,6.0,Thursday,False,,active
FKID001282,planned,construction,Medium,5000,13.0489059,77.6454803,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",Unknown,Unknown,False,Low,Minor,2024-03-12 05:56:43.641000+00:00,5.0,Tuesday,False,,closed
FKID001283,unplanned,vehicle_breakdown,Low,500,13.0366572,77.5243125,"Mumbai Bengaluru Highway, Sri Muneshwara Industrial Estate, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",Unknown,Unknown,False,High,Moderate,2024-02-15 19:38:55.286000+00:00,19.0,Thursday,False,,closed
FKID001284,unplanned,vehicle_breakdown,Low,500,12.9998719,77.5950313,"Jayamahal Main Road, Jayamahal, Bengaluru, Karnataka. Pin-560006 (India)",Unknown,Unknown,False,Low,Minor,2024-03-14 06:49:33.952000+00:00,6.0,Thursday,False,,closed
FKID001285,unplanned,vehicle_breakdown,Low,500,13.019521,77.7087876,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",Unknown,Unknown,False,Low,Minor,2024-02-15 19:51:01.060000+00:00,19.0,Thursday,False,,closed
FKID001286,unplanned,others,Low,500,13.0499141,77.5927599,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Unknown,Unknown,True,High,Severe,2024-02-15 19:59:28.127000+00:00,19.0,Thursday,False,,active
FKID001287,unplanned,vehicle_breakdown,Low,500,12.9599092,77.504205,"Kengeri Main Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)",Unknown,Unknown,False,Low,Minor,2024-02-15 21:09:32.663000+00:00,21.0,Thursday,False,,closed
FKID001288,unplanned,water_logging,Low,500,13.0599577,77.5067828,"6th Cross Road, Janapriya Heights Apartment, Mallasandra, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",North Zone 2,BagalakunteCrossJunction,False,Low,Minor,2023-12-31 01:27:17.554000+00:00,1.0,Sunday,True,,closed
FKID001289,planned,construction,Medium,5000,12.9170417,77.579445,"Ayodhya Road, Jalamandala CHS, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",Unknown,Unknown,False,Low,Minor,2024-02-15 21:54:28.907000+00:00,21.0,Thursday,False,,closed
FKID001290,unplanned,vehicle_breakdown,Low,500,13.0355923,77.5263597,"Mumbai Bengaluru Highway, Peenya 2nd Block, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",Unknown,Unknown,False,High,Moderate,2024-02-15 23:16:09.704000+00:00,23.0,Thursday,False,,closed
FKID001291,unplanned,vehicle_breakdown,Low,500,12.9929641,77.5951316,"Millers Road, Chavundaraya Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,False,Low,Minor,2024-02-15 22:36:34.009000+00:00,22.0,Thursday,False,,closed
FKID001292,unplanned,congestion,Medium,5000,13.0411065,77.617027,"MBT Road, Hanging Gardens, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 01:05:42.295000+00:00,1.0,Friday,False,,closed
FKID001293,unplanned,pot_holes,Low,500,12.969761,77.7501885,"Immadihalli Main Road, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",Unknown,Unknown,False,Low,Minor,2024-02-15 22:09:29.493000+00:00,22.0,Thursday,False,,closed
FKID001294,unplanned,pot_holes,Low,500,12.9698642,77.7500164,"Whitefield Main Road, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",Unknown,Unknown,False,Low,Minor,2024-02-15 22:08:12.780000+00:00,22.0,Thursday,False,,closed
FKID001295,unplanned,vehicle_breakdown,Low,500,13.1006196,77.5815296,"Yelahanka New Town Main Road, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",Unknown,Unknown,False,Low,Minor,2024-02-15 23:55:03.552000+00:00,23.0,Thursday,False,,closed
FKID001296,unplanned,vehicle_breakdown,Low,500,13.0073126,77.6624143,"4th Cross Road, Jala, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 01:10:53.638000+00:00,1.0,Friday,False,,closed
FKID001297,unplanned,vehicle_breakdown,Low,500,12.9415287,77.7471451,"Varthur Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",Unknown,Unknown,False,Low,Minor,2024-02-16 00:04:30.679000+00:00,0.0,Friday,False,,closed
FKID001298,unplanned,vehicle_breakdown,Low,500,13.0380857,77.6260768,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 00:50:03.031000+00:00,0.0,Friday,False,,closed
FKID001299,unplanned,road_conditions,Low,500,12.9736979,77.5993387,"Sri ML Subbaraju Road, Rotary Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 00:29:13.352000+00:00,0.0,Friday,False,,closed
FKID001300,unplanned,vehicle_breakdown,Low,500,13.0018232,77.6791257,"MBT Road, ITI Data Center, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 01:13:43.815000+00:00,1.0,Friday,False,,closed
FKID001301,unplanned,vehicle_breakdown,Low,500,13.0231113,77.5847437,"Bellary Road, Dena Bank Colony, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 07:32:36.050000+00:00,7.0,Thursday,False,,closed
FKID001302,unplanned,pot_holes,Low,500,12.9698642,77.7500164,"Whitefield Main Road, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",Unknown,Unknown,False,Low,Minor,2024-02-15 22:08:12.780000+00:00,22.0,Thursday,False,,closed
FKID001303,unplanned,vehicle_breakdown,Low,500,13.0463132,77.591128,"Bellary Road, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Unknown,Unknown,False,High,Moderate,2024-02-15 19:13:05.224000+00:00,19.0,Thursday,False,,closed
FKID001304,unplanned,pot_holes,Low,500,12.957724,77.6059638,"Hosur Road, Police Quarters, B&C Colony, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)",Unknown,CMP GateJunc,False,High,Moderate,2024-01-25 19:45:53.083000+00:00,19.0,Thursday,False,,closed
FKID001305,unplanned,vehicle_breakdown,Low,500,12.9857006,77.5978064,"Queens Road, HVS Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,False,High,Moderate,2024-02-15 21:58:31.201000+00:00,21.0,Thursday,False,,closed
FKID001306,planned,construction,Medium,5000,12.9170961,77.5793812,"46th Cross Road, Jalamandala CHS, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",Unknown,Unknown,False,Low,Minor,2024-02-15 22:03:49.040000+00:00,22.0,Thursday,False,,closed
FKID001307,unplanned,pot_holes,Low,500,12.9574747,77.6058578,"Hosur Road, Police Quarters, B&C Colony, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)",Central Zone 1,CMP GateJunc,False,High,Moderate,2023-12-27 19:26:09.134000+00:00,19.0,Wednesday,False,,closed
FKID001308,unplanned,pot_holes,Low,500,12.9581539,77.6060706,"Hosur Road, Police Quarters, B&C Colony, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)",Central Zone 1,CMP GateJunc,False,High,Moderate,2023-12-27 19:17:29.212000+00:00,19.0,Wednesday,False,,closed
FKID001309,unplanned,vehicle_breakdown,Low,500,12.9616631,77.5604953,"Mysore Road, Mariyamma Layout, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 04:38:31.721000+00:00,4.0,Thursday,False,,closed
FKID001310,unplanned,road_conditions,Low,500,13.0275023,77.6619029,"80 Feet Road, Yajman Chinnaswamappa Layout, Horamavu, Bengaluru, Karnataka. Pin-560113 (India)",Unknown,Unknown,False,Low,Minor,2024-02-16 03:40:03.074000+00:00,3.0,Friday,False,,active
FKID001311,unplanned,road_conditions,Low,500,13.0275017,77.6618648,"80 Feet Road, Yajman Chinnaswamappa Layout, Horamavu, Bengaluru, Karnataka. Pin-560113 (India)",Unknown,Unknown,False,Low,Minor,2024-02-16 03:41:29.209000+00:00,3.0,Friday,False,,active
FKID001312,unplanned,vehicle_breakdown,Low,500,13.0246424,77.6594326,"Horamavu Main Road, Horamavu, Bengaluru, Karnataka. Pin-560113 (India)",Unknown,Unknown,False,Low,Minor,2024-02-16 03:21:30.528000+00:00,3.0,Friday,False,,closed
FKID001313,unplanned,others,Low,500,12.9124406,77.4851732,"Mysore Road, Madhu Petrol Bunk Junction, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 03:57:04.593000+00:00,3.0,Friday,False,,closed
FKID001314,unplanned,others,Low,500,13.0977963,77.5632888,"Yelahanka Road, Akshaya Nagar Stage 2, Attur Layout, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",Unknown,Unknown,False,Low,Minor,2024-02-16 03:55:59.390000+00:00,3.0,Friday,False,,closed
FKID001315,unplanned,vehicle_breakdown,Low,500,12.9730514,77.5384555,"8th Main Road, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",Unknown,Unknown,False,High,Moderate,2024-02-15 19:10:46.743000+00:00,19.0,Thursday,False,,closed
FKID001316,unplanned,vehicle_breakdown,Low,500,13.0032331,77.6821244,"Old Madras Road, ITI Data Center, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 02:20:42.247000+00:00,2.0,Friday,False,,closed
FKID001317,unplanned,vehicle_breakdown,Low,500,12.9876954,77.5134061,"Magadi Main Road, Srigandakavulu Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",Unknown,Unknown,False,High,Moderate,2024-02-15 20:15:09.416000+00:00,20.0,Thursday,False,,closed
FKID001318,unplanned,congestion,Medium,5000,13.0413969,77.6224112,"2nd Main Road, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 04:52:07.562000+00:00,4.0,Thursday,False,,closed
FKID001319,unplanned,pot_holes,Low,500,12.9583466,77.6060636,"Hosur Road, Sir Mirza Ismail Nagar, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",Unknown,CMP GateJunc,False,High,Moderate,2024-01-25 19:42:23.892000+00:00,19.0,Thursday,False,,closed
FKID001320,unplanned,vehicle_breakdown,Low,500,13.0450765,77.5820295,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 04:55:47.762000+00:00,4.0,Thursday,False,,closed
FKID001321,unplanned,vehicle_breakdown,Low,500,13.0469336,77.5916826,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Unknown,Unknown,False,High,Moderate,2024-02-15 19:16:55.194000+00:00,19.0,Thursday,False,,closed
FKID001322,unplanned,vehicle_breakdown,Low,500,13.0508441,77.5077523,"Hesaraghatta Main Road, Bhuvaneshwari Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",Unknown,Unknown,False,Low,Minor,2024-02-15 19:45:40.803000+00:00,19.0,Thursday,False,,closed
FKID001323,unplanned,vehicle_breakdown,Low,500,12.9909343,77.6563082,"Old Madras Road, Big Bazaar Junction, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",Unknown,Unknown,False,High,Moderate,2024-02-15 20:22:16.277000+00:00,20.0,Thursday,False,,closed
FKID001324,unplanned,tree_fall,Low,500,12.9938878,77.5891555,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,True,Low,Moderate,2024-03-14 07:35:35.640000+00:00,7.0,Thursday,False,,closed
FKID001325,unplanned,vehicle_breakdown,Low,500,12.9871663,77.5201307,"Magadi Main Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 06:03:51.633000+00:00,6.0,Thursday,False,,closed
FKID001326,unplanned,vehicle_breakdown,Low,500,12.9512015,77.5395153,"Mysore Road, Iyyana Shetty Layout, Byatarayanapura New Extension, Bengaluru, Karnataka. Pin-560026 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 06:07:33.226000+00:00,6.0,Thursday,False,,closed
FKID001327,unplanned,vehicle_breakdown,Low,500,12.943635,77.6077578,"Hosur Road, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 04:53:44.922000+00:00,4.0,Friday,False,,closed
FKID001328,unplanned,vehicle_breakdown,Low,500,13.0030173,77.6122203,"Tannery Road, Basappa Line, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",Unknown,Unknown,True,Low,Moderate,2024-03-14 07:07:47.575000+00:00,7.0,Thursday,False,,closed
FKID001329,unplanned,vehicle_breakdown,Low,500,12.9831235,77.5308168,"5th Main Road, Asthagrama New Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 07:51:04.447000+00:00,7.0,Thursday,False,,closed
FKID001330,unplanned,vehicle_breakdown,Low,500,13.045438,77.5077257,"Mumbai Bengaluru Highway, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 09:56:33.121000+00:00,9.0,Thursday,False,,closed
FKID001331,unplanned,accident,Low,500,13.0036733,77.6631733,"MBT Road, Vedantha, Kamalamma Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 10:22:42.703000+00:00,10.0,Thursday,False,,closed
FKID001332,unplanned,vehicle_breakdown,Low,500,13.008416,77.6925609,"MBT Road, KV Muniyappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",Unknown,Unknown,False,Low,Minor,2024-02-16 05:21:49.454000+00:00,5.0,Friday,False,,closed
FKID001333,unplanned,water_logging,Low,500,12.9123682,77.5673409,"Dr Rajkumar Puniya Bhoomi Road, Teachers Colony, Stage 1, Kumaraswamy Layout, Bengaluru, Karnataka. Pin-560078 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 06:05:38.831000+00:00,6.0,Friday,False,,active
FKID001334,unplanned,vehicle_breakdown,Low,500,12.9060449,77.5857343,"24th Main Road, Sarakki Agrahara, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 06:48:35.403000+00:00,6.0,Friday,False,,closed
FKID001335,unplanned,vehicle_breakdown,Low,500,13.0096382,77.5059421,"1st Cross Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",Unknown,Unknown,False,Low,Minor,2024-02-16 06:01:01.071000+00:00,6.0,Friday,False,,closed
FKID001336,unplanned,vehicle_breakdown,Low,500,13.1029884,77.5861539,"Doddaballapur Main Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",Unknown,Unknown,False,Low,Minor,2024-02-16 05:34:45.255000+00:00,5.0,Friday,False,,closed
FKID001337,unplanned,vehicle_breakdown,Low,500,13.0101997,77.5847099,"Sri Ramana Maharshi Road, Palace Ground, Jayamahal, Bengaluru, Karnataka. Pin-560080 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 07:42:07.938000+00:00,7.0,Thursday,False,,closed
FKID001338,unplanned,vehicle_breakdown,Low,500,12.9525221,77.6201611,"1st Main Road, Andhra Colony, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",Unknown,Unknown,False,Low,Minor,2024-03-14 08:14:26.269000+00:00,8.0,Thursday,False,,closed
FKID001339,unplanned,vehicle_breakdown,Low,500,13.008416,77.6925609,"MBT Road, KV Muniyappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",Unknown,Unknown,False,Low,Minor,2024-02-16 05:21:49.454000+00:00,5.0,Friday,False,,closed
FKID001340,unplanned,accident,Low,500,12.914054,77.5660344,"Subramanyapura Main Road, Vishwaguru Basaveshwara Circle, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 07:20:43.681000+00:00,7.0,Friday,False,,closed
FKID001341,unplanned,others,Low,500,13.0199169,77.5843714,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 18:51:55.414000+00:00,18.0,Thursday,False,,closed
FKID001342,unplanned,others,Low,500,13.0201837,77.5842153,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 18:26:45.492000+00:00,18.0,Thursday,False,,closed
FKID001343,unplanned,others,Low,500,13.0204421,77.5842988,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 18:50:20.724000+00:00,18.0,Thursday,False,,closed
FKID001344,unplanned,others,Low,500,13.0136092,77.6618043,"Sree Anjaneya Temple Road, Keerthi Royal, Oble Reddy Layout, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 19:08:18.702000+00:00,19.0,Thursday,False,,closed
FKID001345,unplanned,tree_fall,Low,500,13.0055562,77.6627612,"3rd Cross Road, Vedantha, Kamalamma Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 19:06:29.466000+00:00,19.0,Thursday,False,,closed
FKID001346,unplanned,others,Low,500,12.9592367,77.5557324,"Mysore Road, AR Compound, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 07:30:35.990000+00:00,7.0,Friday,False,,closed
FKID001347,unplanned,congestion,Medium,5000,13.0444272,77.5830021,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 04:53:54.302000+00:00,4.0,Friday,False,,closed
FKID001348,unplanned,others,Low,500,12.9140165,77.5660438,"Dr Rajkumar Puniya Bhoomi Road, Vishwaguru Basaveshwara Circle, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 07:36:18.926000+00:00,7.0,Friday,False,,active
FKID001349,unplanned,accident,Low,500,12.9140395,77.5660392,"Dr Rajkumar Puniya Bhoomi Road, Vishwaguru Basaveshwara Circle, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 07:22:56.644000+00:00,7.0,Friday,False,,closed
FKID001350,unplanned,vehicle_breakdown,Low,500,12.9749576,77.5866338,"Nrupatunga Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,False,Low,Minor,2024-02-16 06:05:16.166000+00:00,6.0,Friday,False,,closed
FKID001351,unplanned,vehicle_breakdown,Low,500,12.964071,77.5698422,"Sultan Road, Church Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 09:13:45.192000+00:00,9.0,Friday,False,,closed
FKID001352,unplanned,vehicle_breakdown,Low,500,12.9594884,77.6537937,"Old Airport Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 04:40:11.150000+00:00,4.0,Friday,False,,closed
FKID001353,unplanned,vehicle_breakdown,Low,500,13.0036414,77.5838527,"Sankey Road, Mahalakshmi Mandir Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 06:15:17.609000+00:00,6.0,Friday,False,,closed
FKID001354,unplanned,vehicle_breakdown,Low,500,13.0160648,77.5836069,"Bellary Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 09:20:21.730000+00:00,9.0,Friday,False,,closed
FKID001355,unplanned,tree_fall,Low,500,12.9587673,77.5740072,"KR Main Road, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",Unknown,Unknown,False,Low,Minor,2024-03-14 20:01:29.314000+00:00,20.0,Thursday,False,,closed
FKID001356,planned,construction,Medium,5000,12.9695766,77.7004868,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 19:52:05.755000+00:00,19.0,Thursday,False,,closed
FKID001357,unplanned,vehicle_breakdown,Low,500,13.0440346,77.7486856,"MBT Road, Salarpuria Sattva East Crest, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",Unknown,Unknown,True,Low,Moderate,2024-03-14 21:05:38.844000+00:00,21.0,Thursday,False,,closed
FKID001358,unplanned,road_conditions,Low,500,12.9878836,77.5156106,"Magadi Main Road, Doddaiah Garden, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560091 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 21:06:43.914000+00:00,21.0,Thursday,False,,closed
FKID001359,unplanned,pot_holes,Low,500,13.0128473,77.5545839,"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 19:21:32.823000+00:00,19.0,Thursday,False,,closed
FKID001360,unplanned,pot_holes,Low,500,12.8911537,77.5982266,"Bannerghatta Main Road, Arekere Gate Junction, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",Unknown,Unknown,False,High,Moderate,2024-03-14 19:54:37.860000+00:00,19.0,Thursday,False,,closed
FKID001361,unplanned,vehicle_breakdown,Low,500,12.9356926,77.5128333,"Bangalore University Road, Navami Landmark, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",Unknown,Unknown,False,High,Moderate,2024-02-16 04:44:22.884000+00:00,4.0,Friday,False,,closed
